//Fill tile for the whole map
Fill:0
//TileID, X, Y
16,0,-10
16,4,-1
16,2,1
16,1,1
16,0,3
16,0,7
16,-2,4
16,-2,1
16,-3,1
16,-6,1
16,-7,1
16,-5,-1
16,-4,-1
16,-8,-1
16,-10,1
16,5,1
16,6,1
16,7,-1
16,8,-1
16,9,1
16,10,1
16,12,-1
16,11,-1
16,14,1
16,15,-1
16,16,-1
8,17,4
103,27,-2
8,17,-4
17,-4,-18
23,-4,-17
24,-4,-16
25,-4,-15
18,-3,-18
19,-2,-18
20,-1,-18
28,-4,-12
29,-3,-17
30,-3,-16
31,-3,-15
32,-3,-14
33,-3,-13
34,-3,-12
36,-2,-16
39,-2,-13
41,-1,-17
36,-1,-16
38,-1,-14
40,-1,-12
40,-2,-12
38,-2,-14
44,0,-14
21,0,-18
21,1,-18
22,2,-18
53,0,-17
53,1,-17
53,2,-17
54,2,-16
55,2,-15
58,2,-12
50,1,-14
51,1,-13
87,1,-12
30,1,-16
36,0,-16
37,-2,-15
37,0,-15
31,1,-15
57,2,-13
56,2,-14
26,-4,-14
61,3,-14
62,3,-13
63,4,-16
64,4,-15
65,4,-14
66,4,-13
67,5,-16
68,5,-15
69,5,-14
2,-8,-13
70,6,-18
71,6,-17
72,6,-16
73,6,-15
75,6,-13
74,6,-14
76,6,-12
77,6,-11
80,7,-17
81,7,-16
82,7,-15
83,7,-14
84,7,-13
85,7,-12
86,7,-11
87,7,-10
89,8,-17
88,8,-18
90,8,-16
91,8,-15
92,8,-14
93,8,-13
94,8,-12
95,8,-11
96,8,-10
72,-28,-1
72,-28,1
72,-28,2
73,-28,3
74,-28,4
75,-28,5
76,-28,6
81,-27,1
77,-28,7
25,-28,8
82,-27,3
81,-27,2
83,-27,4
84,-27,5
85,-27,6
86,-27,7
90,-26,-1
90,-26,1
90,-26,0
90,-26,2
91,-26,3
92,-26,4
93,-26,5
94,-26,6
95,-26,7
55,-26,8
91,-25,4
90,-25,3
90,-25,1
90,-25,2
90,-25,0
72,-29,3
72,-29,2
72,-29,1
71,-29,-1
73,-29,4
54,-25,5
94,-25,7
95,-25,8
96,-25,9
45,-27,8
46,-27,9
58,-26,9
52,-28,9
27,-29,8
26,-29,7
25,-29,6
24,-29,5
55,-25,6
78,-29,9
16,-27,10
13,-28,11
13,-26,11
13,-25,11
16,-24,11
16,-22,11
16,-21,11
16,-20,11
7,-28,12
14,-26,12
16,-25,12
12,-20,12
14,-22,12
16,-23,12
16,-27,12
16,-29,11
16,-29,12
13,-31,12
16,-30,11
16,-31,11
14,-32,12
5,-32,11
16,-34,11
14,-33,11
16,-33,12
16,-34,12
13,-19,11
12,-18,12
16,-35,11
16,-17,12
16,-16,12
16,-16,11
12,-16,9
16,-16,8
13,-16,7
13,-16,5
12,-16,4
16,-16,3
13,-16,2
12,-16,0
16,-15,0
13,-14,0
16,-13,-1
16,-13,1
12,-14,1
16,-14,-1
13,-15,1
13,-15,4
16,-15,3
13,-15,8
16,-15,9
16,-15,10
16,-15,12
16,-28,10
16,-26,10
10,-29,10
11,-25,10
72,-29,0
72,-28,0
18,-27,-2
81,-27,-1
89,-25,-1
88,-25,-2
70,-29,-2
4,-24,10
4,-24,9
4,-30,10
4,-30,9
4,-31,10
4,-31,9
4,-23,10
4,-23,9
4,-23,8
4,-24,8
4,-30,8
4,-31,8
19,-38,-6
20,-37,-6
20,-36,-6
20,-35,-6
20,-40,-6
18,-41,-6
18,-42,-6
29,-42,-5
24,-42,-4
19,-39,-6
25,-42,-2
25,-42,-3
28,-42,-1
29,-41,-5
35,-40,-5
30,-41,-4
31,-41,-3
64,-41,-2
64,-40,-2
64,-40,-3
36,-40,-4
36,-39,-4
36,-38,-4
36,-37,-4
35,-39,-5
35,-38,-5
35,-37,-5
35,-36,-5
35,-35,-5
87,-40,-1
87,-41,-1
40,-39,-1
46,-38,-1
87,-37,-1
87,-36,-1
39,-39,-2
38,-39,-3
45,-38,-2
49,-36,-3
48,-36,-4
44,-38,-3
64,-37,-3
64,-37,-2
64,-36,-2
64,-35,-2
68,-34,-2
36,-35,-4
22,-34,-6
68,-34,-3
54,-34,-4
53,-34,-5
64,-35,-3
96,-34,-1
87,-35,-1
16,-39,0
16,-39,1
7,-38,1
16,-39,2
16,-38,2
14,-39,3
16,-39,4
16,-38,4
16,-40,5
16,-39,6
16,-38,5
16,-40,6
16,-41,6
7,-41,7
16,-40,7
16,-41,8
16,-42,7
14,-41,9
16,-42,9
16,-40,9
16,-41,10
12,-39,11
16,-40,11
16,-39,10
7,-38,11
16,-39,12
16,-38,12
16,-37,12
16,-37,11
14,-36,12
12,-36,11
8,-43,-10
8,-43,0
8,-42,0
8,-41,0
8,-40,0
8,-37,0
8,-36,0
8,-35,0
8,-34,0
8,-33,0
8,-33,-10
8,-34,-10
8,-35,-10
8,-36,-10
8,-37,-10
8,-38,-10
8,-39,-10
8,-40,-10
8,-41,-10
8,-42,-10
16,-38,0
103,-41,-9
103,-40,-9
103,-42,-8
103,-41,-8
103,-40,-8
103,-39,-8
103,-39,-9
103,-38,-8
103,-38,-9
103,-37,-8
103,-37,-9
103,-36,-8
103,-36,-9
103,-35,-8
103,-35,-9
103,-34,-8
22,-28,-2
81,-27,0
22,-26,-2
7,-40,1
7,-40,3
7,-38,7
5,-23,-3
8,-5,-20
8,-4,-20
8,-3,-20
8,-1,-20
8,1,-20
8,-2,-20
8,0,-20
8,3,-20
8,4,-20
8,2,-20
8,5,-20
8,6,-20
8,7,-20
8,8,-20
10,9,-19
10,9,-18
10,9,-17
10,9,-16
10,9,-15
10,9,-14
10,9,-13
10,9,-11
10,9,-10
8,7,-9
8,5,-9
8,4,-9
8,2,-11
8,-4,-11
11,-5,-12
11,-5,-16
11,-5,-18
11,-5,-19
11,-5,-17
11,-5,-15
8,1,-11
10,2,-10
10,2,-9
8,9,-20
6,3,-18
79,7,-18
7,5,-18
4,-32,13
4,-44,12
4,-46,4
8,16,-2
8,16,2
18,8,4
19,9,4
53,9,5
17,7,4
23,7,5
25,7,6
35,8,5
27,7,7
49,8,6
49,9,6
45,9,7
39,8,7
35,10,5
22,10,4
46,9,8
40,8,8
98,7,8
68,10,6
13,-1,8
13,0,8
13,-1,9
13,0,10
13,1,9
13,2,10
13,2,9
13,3,10
13,3,9
13,4,9
13,1,11
13,2,11
13,4,11
13,7,9
13,6,10
13,7,10
13,8,9
13,8,10
13,9,9
13,6,9
13,-15,6
13,5,10
13,0,5
14,-2,5
14,-1,4
14,-2,-1
14,-8,0
14,-6,-1
98,6,8
57,10,7
97,10,8
11,-32,-9
11,-32,-10
11,-32,-8
103,20,-1
103,21,-1
103,22,-1
103,23,-1
103,20,0
103,20,1
103,21,0
103,22,0
103,23,0
103,22,1
103,21,1
103,23,1
103,18,3
103,18,1
103,19,0
103,19,1
103,19,-1
103,18,-1
103,18,0
103,-34,-9
103,-42,-7
103,-41,-7
103,-40,-7
103,-39,-7
103,-38,-7
103,-37,-7
103,-36,-7
103,-35,-7
103,-34,-7
103,-42,-9
103,27,-3
11,28,-3
11,28,-2
11,28,-1
11,28,0
11,28,1
11,28,2
11,28,4
11,28,3
11,28,-4
10,16,-3
10,16,3
10,16,4
103,17,-3
103,17,-2
103,17,0
103,17,-1
103,17,1
103,17,2
103,17,3
10,-44,-1
10,-44,-2
10,-44,-3
10,-44,-4
10,-44,-6
10,-44,-5
10,-44,-7
10,-44,-8
10,-44,-9
10,-44,-10
10,-44,0
11,-32,0
11,-32,-1
11,-32,-2
11,-32,-3
11,-32,-4
11,-32,-5
11,-32,-7
11,-32,-6
103,-33,-9
103,-33,-8
103,-33,-7
103,-43,-7
103,-43,-8
103,-43,-9
97,-43,-6
13,-16,-2
13,-16,-1
13,-15,-2
13,-15,-1
13,-17,-3
13,-17,-2
13,-16,-4
13,-17,-4
13,-19,-4
13,-19,-6
13,-18,-5
13,-20,-6
13,-22,-8
13,-20,-7
13,-21,-7
15,-22,-7
13,-23,-8
13,-24,-9
13,-23,-10
13,-21,-10
13,-22,-11
15,-23,-12
13,-24,-13
13,-23,-14
13,-23,-13
13,-22,-10
13,-22,-12
13,-21,-14
15,-22,-15
13,-23,-17
13,-22,-18
13,-23,-16
13,-21,-16
15,-22,-9
15,-18,-2
15,-22,-6
15,-24,-14
15,-23,-18
15,-22,-16
15,-24,-16
16,-24,-18
16,-23,-19
16,-21,-19
16,-22,-19
30,-21,-25
30,-23,-25
30,-22,-25
30,-24,-25
30,-25,-25
30,-26,-25
30,-27,-25
30,-28,-25
30,-20,-25
37,-20,-24
37,-21,-24
37,-22,-24
37,-23,-24
37,-24,-24
37,-25,-24
37,-26,-24
37,-27,-24
37,-28,-23
37,-28,-24
37,-27,-23
37,-26,-23
37,-25,-23
37,-24,-23
37,-23,-23
37,-22,-23
37,-21,-23
64,-20,-22
64,-21,-22
37,-22,-22
37,-23,-22
37,-25,-22
37,-27,-22
60,-29,-22
37,-26,-22
37,-24,-22
37,-28,-22
37,-28,-21
37,-25,-21
37,-22,-21
37,-21,-21
37,-20,-21
62,-21,-20
62,-22,-20
62,-23,-20
62,-25,-20
62,-27,-20
37,-26,-21
37,-24,-21
37,-23,-21
62,-24,-20
37,-27,-21
62,-26,-20
33,-28,-20
60,-29,-21
27,-29,-20
60,-29,-23
60,-29,-24
62,-20,-20
62,-19,-20
37,-19,-21
37,-19,-22
49,-19,-23
37,-18,-23
37,-18,-22
37,-18,-21
62,-18,-20
62,-17,-20
62,-16,-20
30,-16,-25
64,-16,-21
64,-16,-22
64,-16,-23
64,-16,-24
64,-17,-23
64,-17,-22
64,-17,-21
64,-17,-24
64,-18,-24
64,-19,-24
30,-17,-25
30,-19,-25
30,-18,-25
30,-29,-25
30,-15,-25
55,-15,-24
55,-15,-23
55,-15,-22
55,-15,-21
66,-15,-20
